	Z1	Z2	Z3	St_coeff1	St_coeff2	St_coeff3	Eneg1	Eneg2	Eneg3	Space Group	Composition
10962	32	72	29	2.0	3.0	4.0	2.01	1.3	1.9	189	Hf3 Cu4 Ge2
10963	32	29	3	1.0	1.0	2.0	2.01	1.9	0.98	225	Li2 Cu1 Ge1
10964	32	29	3	1.0	3.0	2.0	2.01	1.9	0.98	227	Li2 Cu3 Ge1
10965	93	32	29	1.0	2.0	2.0	1.36	2.01	1.9	139	Np1 Cu2 Ge2
10966	59	32	29	1.0	2.0	2.0	1.13	2.01	1.9	139	Pr1 Cu2 Ge2
10967	32	65	29	2.0	1.0	2.0	2.01	0.0	1.9	139	Tb1 Cu2 Ge2
10968	32	29	22	1.0	1.0	1.0	2.01	1.9	1.54	62	Ti1 Cu1 Ge1
10969	32	40	29	2.0	3.0	4.0	2.01	1.33	1.9	189	Zr3 Cu4 Ge2
10970	14	72	29	2.0	3.0	4.0	1.9	1.3	1.9	189	Hf3 Si2 Cu4
10971	14	67	29	2.0	1.0	2.0	1.9	1.23	1.9	139	Ho1 Si2 Cu2
10972	14	64	29	2.0	1.0	2.0	1.9	1.2	1.9	139	Gd1 Si2 Cu2
10973	53	55	46	6.0	2.0	1.0	2.66	0.79	2.2	139	Cs2 Pd1 I6
10974	27	56	17	2.0	4.0	12.0	1.88	0.89	3.16	14	Ba4 Co2 Cl12
10975	28	14	56	1.0	3.0	2.0	1.91	1.9	0.89	189	Ba2 Si3 Ni1
10976	27	35	37	1.0	4.0	2.0	1.88	2.96	0.82	62	Rb2 Co1 Br4
10977	53	44	57	3.0	1.0	3.0	2.66	2.2	1.1	11	La3 Ru1 I3
10978	6	30	7	1.0	1.0	2.0	2.55	1.65	3.04	122	Zn1 C1 N2
10979	24	32	27	1.0	1.0	1.0	1.66	2.01	1.88	194	Cr1 Co1 Ge1
10980	15	50	47	7.0	1.0	3.0	2.19	1.96	1.93	11	Ag3 Sn1 P7
10981	56	35	26	1.0	8.0	2.0	0.89	2.96	1.83	61	Ba1 Fe2 Br8
10982	6	80	7	1.0	1.0	2.0	2.55	2.0	3.04	61	Hg1 C1 N2
10983	6	47	7	1.0	2.0	2.0	2.55	1.93	3.04	14	Ag2 C1 N2
10984	9	26	56	19.0	3.0	5.0	3.98	1.83	0.89	87	Ba5 Fe3 F19
10985	9	78	49	13.0	1.0	7.0	3.98	2.28	1.78	186	In7 Pt1 F13
10986	53	77	83	3.0	2.0	9.0	2.66	2.2	2.02	62	Bi9 Ir2 I3
10987	45	83	35	2.0	9.0	3.0	2.28	2.02	2.96	11	Bi9 Rh2 Br3
10988	53	45	83	3.0	2.0	9.0	2.66	2.28	2.02	11	Bi9 Rh2 I3
10989	32	70	46	4.0	3.0	4.0	2.01	0.0	2.2	71	Yb3 Ge4 Pd4
10990	32	58	46	1.0	1.0	1.0	2.01	1.12	2.2	62	Ce1 Ge1 Pd1
10991	32	64	46	1.0	1.0	1.0	2.01	1.2	2.2	59	Gd1 Ge1 Pd1
10992	51	80	35	5.0	6.0	7.0	2.05	2.0	2.96	205	Hg6 Sb5 Br7
10993	55	6	79	1.0	2.0	1.0	0.79	2.55	2.54	123	Cs1 Au1 C2
10994	6	79	37	2.0	1.0	1.0	2.55	2.54	0.82	123	Rb1 Au1 C2
10995	6	79	3	2.0	1.0	1.0	2.55	2.54	0.98	187	Li1 Au1 C2
10996	11	6	79	1.0	2.0	1.0	0.93	2.55	2.54	123	Na1 Au1 C2
10997	19	79	6	1.0	1.0	2.0	0.82	2.54	2.55	123	K1 Au1 C2
10998	9	77	17	6.0	1.0	4.0	3.98	2.2	3.16	14	Ir1 Cl4 F6
10999	48	37	17	1.0	2.0	4.0	1.69	0.82	3.16	139	Rb2 Cd1 Cl4
11000	55	46	17	2.0	2.0	6.0	0.79	2.2	3.16	72	Cs2 Pd2 Cl6
11001	28	50	15	10.0	1.0	3.0	1.91	1.96	2.19	164	Ni10 Sn1 P3
11002	81	46	17	4.0	3.0	10.0	1.62	2.2	3.16	122	Tl4 Pd3 Cl10
11003	81	46	17	2.0	1.0	4.0	1.62	2.2	3.16	123	Tl2 Pd1 Cl4
11004	79	90	9	1.0	2.0	11.0	2.54	1.3	3.98	140	Th2 Au1 F11
11005	14	70	79	1.0	1.0	1.0	1.9	0.0	2.54	44	Yb1 Si1 Au1
11006	28	14	15	7.0	2.0	5.0	1.91	1.9	2.19	60	Si2 Ni7 P5
11007	79	47	9	1.0	1.0	4.0	2.54	1.93	3.98	140	Ag1 Au1 F4
11008	14	71	45	1.0	1.0	1.0	1.9	1.27	2.28	62	Lu1 Si1 Rh1
11009	44	32	71	1.0	1.0	1.0	2.2	2.01	1.27	62	Lu1 Ge1 Ru1
11010	32	71	45	1.0	1.0	1.0	2.01	1.27	2.28	62	Lu1 Ge1 Rh1
11011	44	14	71	3.0	5.0	2.0	2.2	1.9	1.27	128	Lu2 Si5 Ru3
11012	44	14	71	2.0	2.0	1.0	2.2	1.9	1.27	139	Lu1 Si2 Ru2
11013	14	71	45	2.0	1.0	2.0	1.9	1.27	2.28	139	Lu1 Si2 Rh2
11014	44	32	71	7.0	6.0	4.0	2.2	2.01	1.27	229	Lu4 Ge6 Ru7
11015	32	71	45	6.0	4.0	7.0	2.01	1.27	2.28	229	Lu4 Ge6 Rh7
11016	32	71	45	13.0	3.0	4.0	2.01	1.27	2.28	223	Lu3 Ge13 Rh4
11017	14	72	78	1.0	1.0	1.0	1.9	1.3	2.28	62	Hf1 Si1 Pt1
11018	14	72	46	1.0	1.0	1.0	1.9	1.3	2.2	62	Hf1 Si1 Pd1
11019	14	65	78	1.0	1.0	1.0	1.9	0.0	2.28	62	Tb1 Si1 Pt1
11020	14	78	66	1.0	1.0	1.0	1.9	2.28	1.22	62	Dy1 Si1 Pt1
11021	32	65	78	1.0	1.0	1.0	2.01	0.0	2.28	62	Tb1 Ge1 Pt1
11022	32	78	66	1.0	1.0	1.0	2.01	2.28	1.22	62	Dy1 Ge1 Pt1
11023	44	14	60	2.0	2.0	1.0	2.2	1.9	1.14	139	Nd1 Si2 Ru2
11024	44	14	62	3.0	5.0	2.0	2.2	1.9	1.17	128	Sm2 Si5 Ru3
11025	65	14	76	1.0	2.0	2.0	0.0	1.9	2.2	139	Tb1 Si2 Os2
11026	14	76	67	2.0	2.0	1.0	1.9	2.2	1.23	139	Ho1 Si2 Os2
11027	14	60	30	1.0	1.0	1.0	1.9	1.14	1.65	191	Nd1 Zn1 Si1
11028	32	45	58	2.0	1.0	5.0	2.01	2.28	1.12	62	Ce5 Ge2 Rh1
11029	41	14	78	1.0	1.0	1.0	1.6	1.9	2.28	62	Nb1 Si1 Pt1
11030	41	45	14	1.0	1.0	1.0	1.6	2.28	1.9	62	Nb1 Si1 Rh1
11031	14	45	73	1.0	1.0	1.0	1.9	2.28	1.5	62	Ta1 Si1 Rh1
11032	32	70	26	1.0	1.0	1.0	2.01	0.0	1.83	12	Yb1 Fe1 Ge1
11033	15	47	9	1.0	1.0	6.0	2.19	1.93	3.98	225	Ag1 P1 F6
11034	14	27	57	2.0	2.0	1.0	1.9	1.88	1.1	139	La1 Co2 Si2
11035	14	27	66	2.0	2.0	1.0	1.9	1.88	1.22	139	Dy1 Co2 Si2
11036	14	45	58	7.0	15.0	2.0	1.9	2.28	1.12	221	Ce2 Si7 Rh15
11037	28	14	58	2.0	2.0	1.0	1.91	1.9	1.12	139	Ce1 Si2 Ni2
11038	44	32	65	1.0	2.0	2.0	2.2	2.01	0.0	12	Tb2 Ge2 Ru1
11039	32	92	78	1.0	1.0	1.0	2.01	1.38	2.28	44	U1 Ge1 Pt1
11040	21	32	26	1.0	6.0	6.0	1.36	2.01	1.83	191	Sc1 Fe6 Ge6
11041	32	26	22	6.0	6.0	1.0	2.01	1.83	1.54	191	Ti1 Fe6 Ge6
11042	32	26	40	6.0	6.0	1.0	2.01	1.83	1.33	191	Zr1 Fe6 Ge6
11043	32	41	26	6.0	1.0	6.0	2.01	1.6	1.83	191	Nb1 Fe6 Ge6
11044	33	47	9	1.0	1.0	6.0	2.18	1.93	3.98	225	Ag1 As1 F6
11045	40	47	9	6.0	7.0	31.0	1.33	1.93	3.98	148	Zr6 Ag7 F31
11046	53	46	37	6.0	1.0	2.0	2.66	2.2	0.82	62	Rb2 Pd1 I6
11047	6	29	37	2.0	1.0	1.0	2.55	1.9	0.82	123	Rb1 Cu1 C2
11048	32	69	30	6.0	4.0	5.0	2.01	1.25	1.65	36	Tm4 Zn5 Ge6
11049	32	71	30	6.0	4.0	5.0	2.01	1.27	1.65	36	Lu4 Zn5 Ge6
11050	32	64	30	6.0	4.0	5.0	2.01	1.2	1.65	36	Gd4 Zn5 Ge6
11051	55	46	17	1.0	2.0	5.0	0.79	2.2	3.16	62	Cs1 Pd2 Cl5
11052	14	77	62	2.0	2.0	3.0	1.9	2.2	1.17	63	Sm3 Si2 Ir2
11053	14	77	67	1.0	1.0	1.0	1.9	2.2	1.23	62	Ho1 Si1 Ir1
11054	14	70	77	1.0	1.0	1.0	1.9	0.0	2.2	62	Yb1 Si1 Ir1
11055	73	47	9	1.0	1.0	6.0	1.5	1.93	3.98	132	Ta1 Ag1 F6
11056	41	77	14	1.0	1.0	1.0	1.6	2.2	1.9	62	Nb1 Si1 Ir1
11057	32	77	41	1.0	1.0	1.0	2.01	2.2	1.6	62	Nb1 Ge1 Ir1
11058	14	77	73	1.0	1.0	1.0	1.9	2.2	1.5	62	Ta1 Si1 Ir1
11059	19	6	29	1.0	2.0	1.0	0.82	2.55	1.9	131	K1 Cu1 C2
11060	32	67	29	2.0	1.0	2.0	2.01	1.23	1.9	139	Ho1 Cu2 Ge2
11061	82	83	46	1.0	1.0	2.0	2.33	2.02	2.2	36	Bi1 Pd2 Pb1
11062	53	30	37	4.0	1.0	2.0	2.66	1.65	0.82	11	Rb2 Zn1 I4
11063	14	45	62	2.0	3.0	1.0	1.9	2.28	1.17	191	Sm1 Si2 Rh3
11064	65	14	45	1.0	1.0	1.0	0.0	1.9	2.28	62	Tb1 Si1 Rh1
11065	39	14	45	3.0	3.0	1.0	1.22	1.9	2.28	12	Y3 Si3 Rh1
11066	39	14	45	1.0	2.0	3.0	1.22	1.9	2.28	191	Y1 Si2 Rh3
11067	39	14	45	4.0	5.0	9.0	1.22	1.9	2.28	166	Y4 Si5 Rh9
11068	14	70	45	2.0	1.0	2.0	1.9	0.0	2.28	139	Yb1 Si2 Rh2
11069	44	14	65	2.0	2.0	1.0	2.2	1.9	0.0	139	Tb1 Si2 Ru2
11070	44	14	22	1.0	1.0	1.0	2.2	1.9	1.54	46	Ti1 Si1 Ru1
11071	28	14	46	18.0	9.0	7.0	1.91	1.9	2.2	147	Si9 Ni18 Pd7
11072	28	32	31	13.0	6.0	3.0	1.91	2.01	1.81	152	Ga3 Ni13 Ge6
11073	28	32	30	7.0	2.0	6.0	1.91	2.01	1.65	227	Zn6 Ni7 Ge2
11074	28	32	30	2.0	1.0	3.0	1.91	2.01	1.65	227	Zn3 Ni2 Ge1
11075	14	30	62	1.0	1.0	1.0	1.9	1.65	1.17	191	Sm1 Zn1 Si1
11076	14	64	47	2.0	1.0	2.0	1.9	1.2	1.93	139	Gd1 Si2 Ag2
11077	14	47	57	2.0	2.0	1.0	1.9	1.93	1.1	139	La1 Si2 Ag2
11078	14	60	47	1.0	1.0	1.0	1.9	1.14	1.93	191	Nd1 Si1 Ag1
11079	14	70	47	1.0	1.0	1.0	1.9	0.0	1.93	189	Yb1 Si1 Ag1
11080	14	70	47	2.0	1.0	2.0	1.9	0.0	1.93	139	Yb1 Si2 Ag2
11081	14	13	46	4.0	17.0	8.0	1.9	1.61	2.2	88	Al17 Si4 Pd8
11082	14	64	79	2.0	1.0	2.0	1.9	1.2	2.54	139	Gd1 Si2 Au2
11083	32	79	3	1.0	1.0	2.0	2.01	2.54	0.98	216	Li2 Ge1 Au1
11084	32	79	90	2.0	2.0	1.0	2.01	2.54	1.3	139	Th1 Ge2 Au2
11085	14	79	90	2.0	2.0	1.0	1.9	2.54	1.3	139	Th1 Si2 Au2
11086	92	14	79	1.0	2.0	2.0	1.38	1.9	2.54	139	U1 Si2 Au2
11087	14	70	79	2.0	1.0	2.0	1.9	0.0	2.54	139	Yb1 Si2 Au2
11088	4	32	27	1.0	1.0	2.0	1.57	2.01	1.88	225	Be1 Co2 Ge1
11089	4	32	27	4.0	1.0	1.0	1.57	2.01	1.88	227	Be4 Co1 Ge1
11090	4	14	27	1.0	1.0	2.0	1.57	1.9	1.88	225	Be1 Co2 Si1
11091	4	14	27	2.0	1.0	1.0	1.57	1.9	1.88	227	Be2 Co1 Si1
11092	4	32	29	4.0	1.0	1.0	1.57	2.01	1.9	227	Be4 Cu1 Ge1
11093	4	14	29	4.0	1.0	1.0	1.57	1.9	1.9	227	Be4 Si1 Cu1
11094	4	32	26	4.0	1.0	1.0	1.57	2.01	1.83	227	Be4 Fe1 Ge1
11095	28	32	4	1.0	1.0	4.0	1.91	2.01	1.57	227	Be4 Ni1 Ge1
11096	4	14	28	1.0	1.0	2.0	1.57	1.9	1.91	225	Be1 Si1 Ni2
11097	28	14	4	1.0	1.0	4.0	1.91	1.9	1.57	227	Be4 Si1 Ni1
11098	32	20	48	1.0	1.0	1.0	2.01	1.0	1.69	189	Ca1 Cd1 Ge1
11099	32	77	20	2.0	2.0	1.0	2.01	2.2	1.0	139	Ca1 Ge2 Ir2
11100	32	20	46	2.0	1.0	2.0	2.01	1.0	2.2	139	Ca1 Ge2 Pd2
11101	32	45	20	2.0	2.0	1.0	2.01	2.28	1.0	139	Ca1 Ge2 Rh2
11102	44	32	20	2.0	2.0	1.0	2.2	2.01	1.0	139	Ca1 Ge2 Ru2
11103	39	32	29	1.0	2.0	2.0	1.22	2.01	1.9	139	Y1 Cu2 Ge2
11104	32	60	29	2.0	1.0	2.0	2.01	1.14	1.9	139	Nd1 Cu2 Ge2
11105	39	44	32	1.0	2.0	2.0	1.22	2.2	2.01	139	Y1 Ge2 Ru2
11106	44	32	60	2.0	2.0	1.0	2.2	2.01	1.14	139	Nd1 Ge2 Ru2
11107	39	32	45	1.0	2.0	2.0	1.22	2.01	2.28	139	Y1 Ge2 Rh2
11108	32	64	46	2.0	1.0	2.0	2.01	1.2	2.2	139	Gd1 Ge2 Pd2
11109	30	20	32	1.0	1.0	1.0	1.65	1.0	2.01	194	Ca1 Zn1 Ge1
11110	30	20	14	1.0	1.0	1.0	1.65	1.0	1.9	194	Ca1 Zn1 Si1
11111	32	48	3	1.0	1.0	2.0	2.01	1.69	0.98	225	Li2 Cd1 Ge1
11112	32	58	29	2.0	1.0	2.0	2.01	1.12	1.9	139	Ce1 Cu2 Ge2
11113	32	58	78	2.0	1.0	2.0	2.01	1.12	2.28	139	Ce1 Ge2 Pt2
11114	14	77	58	2.0	3.0	1.0	1.9	2.2	1.12	191	Ce1 Si2 Ir3
11115	44	14	58	3.0	2.0	1.0	2.2	1.9	1.12	191	Ce1 Si2 Ru3
11116	14	30	58	1.0	1.0	1.0	1.9	1.65	1.12	191	Ce1 Zn1 Si1
11117	63	32	27	1.0	3.0	1.0	0.0	2.01	1.88	107	Eu1 Co1 Ge3
11118	32	27	26	1.0	1.0	1.0	2.01	1.88	1.83	194	Fe1 Co1 Ge1
11119	32	27	26	1.0	1.0	2.0	2.01	1.88	1.83	225	Fe2 Co1 Ge1
11120	32	27	26	2.0	3.0	3.0	2.01	1.88	1.83	225	Fe3 Co3 Ge2
11121	14	27	26	1.0	2.0	1.0	1.9	1.88	1.83	225	Fe1 Co2 Si1
11122	14	27	26	2.0	3.0	3.0	1.9	1.88	1.83	225	Fe3 Co3 Si2
11123	32	27	67	2.0	2.0	1.0	2.01	1.88	1.23	139	Ho1 Co2 Ge2
11124	32	25	27	1.0	1.0	1.0	2.01	1.55	1.88	62	Mn1 Co1 Ge1
11125	32	25	27	1.0	1.0	2.0	2.01	1.55	1.88	225	Mn1 Co2 Ge1
11126	32	25	27	1.0	2.0	3.0	2.01	1.55	1.88	194	Mn2 Co3 Ge1
11127	32	27	41	1.0	4.0	9.0	2.01	1.88	1.6	140	Nb9 Co4 Ge1
11128	28	32	27	1.0	1.0	1.0	1.91	2.01	1.88	194	Co1 Ni1 Ge1
11129	93	32	27	1.0	2.0	2.0	1.36	2.01	1.88	139	Np1 Co2 Ge2
11130	59	32	27	1.0	2.0	2.0	1.13	2.01	1.88	139	Pr1 Co2 Ge2
11131	65	32	27	1.0	1.0	1.0	0.0	2.01	1.88	62	Tb1 Co1 Ge1
11132	32	27	22	1.0	2.0	1.0	2.01	1.88	1.54	225	Ti1 Co2 Ge1
11133	32	27	22	1.0	3.0	2.0	2.01	1.88	1.54	194	Ti2 Co3 Ge1
11134	27	32	92	2.0	2.0	1.0	1.88	2.01	1.38	139	U1 Co2 Ge2
11135	39	32	27	3.0	13.0	4.0	1.22	2.01	1.88	223	Y3 Co4 Ge13
11136	32	27	30	1.0	2.0	1.0	2.01	1.88	1.65	225	Zn1 Co2 Ge1
11137	32	27	40	6.0	7.0	4.0	2.01	1.88	1.33	229	Zr4 Co7 Ge6
11138	44	32	56	2.0	2.0	1.0	2.2	2.01	0.89	70	Ba1 Ge2 Ru2
11139	44	32	38	2.0	2.0	1.0	2.2	2.01	0.95	139	Sr1 Ge2 Ru2
11140	38	32	45	1.0	2.0	2.0	0.95	2.01	2.28	139	Sr1 Ge2 Rh2
11141	32	45	56	2.0	2.0	1.0	2.01	2.28	0.89	139	Ba1 Ge2 Rh2
11142	6	71	45	1.0	1.0	3.0	2.55	1.27	2.28	221	Lu1 Rh3 C1
11143	28	12	6	3.0	1.0	1.0	1.91	1.31	2.55	221	Mg1 Ni3 C1
11144	6	25	30	1.0	3.0	1.0	2.55	1.55	1.65	221	Mn3 Zn1 C1
11145	30	32	56	8.0	38.0	8.0	1.65	2.01	0.89	223	Ba8 Zn8 Ge38
11146	32	56	48	40.0	8.0	4.0	2.01	0.89	1.69	223	Ba8 Cd4 Ge40
11147	44	41	6	3.0	1.0	1.0	2.2	1.6	2.55	221	Nb1 Ru3 C1
11148	60	6	45	1.0	1.0	3.0	1.14	2.55	2.28	221	Nd1 Rh3 C1
11149	28	6	30	3.0	1.0	1.0	1.91	2.55	1.65	221	Zn1 Ni3 C1
11150	82	6	78	1.0	1.0	3.0	2.33	2.55	2.28	221	Pt3 Pb1 C1
11151	44	6	40	3.0	1.0	1.0	2.2	2.55	1.33	221	Zr1 Ru3 C1
11152	59	6	45	1.0	1.0	3.0	1.13	2.55	2.28	221	Pr1 Rh3 C1
11153	5	45	50	2.0	6.0	5.0	2.04	2.28	1.96	189	Sn5 B2 Rh6
11154	5	45	50	1.0	6.0	4.0	2.04	2.28	1.96	194	Sn4 B1 Rh6
11155	55	35	78	2.0	6.0	1.0	0.79	2.96	2.28	225	Cs2 Pt1 Br6
11156	21	6	45	1.0	1.0	3.0	1.36	2.55	2.28	221	Sc1 Rh3 C1
11157	6	45	62	1.0	3.0	1.0	2.55	2.28	1.17	221	Sm1 Rh3 C1
11158	65	6	45	1.0	1.0	3.0	0.0	2.55	2.28	221	Tb1 Rh3 C1
11159	6	69	45	1.0	1.0	3.0	2.55	1.25	2.28	221	Tm1 Rh3 C1
11160	39	6	45	1.0	1.0	3.0	1.22	2.55	2.28	221	Y1 Rh3 C1
11161	6	70	45	1.0	1.0	3.0	2.55	0.0	2.28	221	Yb1 Rh3 C1
11162	21	44	6	1.0	3.0	1.0	1.36	2.2	2.55	221	Sc1 Ru3 C1
11163	44	6	73	3.0	1.0	1.0	2.2	2.55	1.5	221	Ta1 Ru3 C1
11164	44	6	23	3.0	1.0	1.0	2.2	2.55	1.63	221	V1 Ru3 C1
11165	32	45	67	10.0	4.0	5.0	2.01	2.28	1.23	127	Ho5 Ge10 Rh4
11166	15	30	50	2.0	1.0	1.0	2.19	1.65	1.96	122	Zn1 Sn1 P2
11167	14	65	46	2.0	1.0	2.0	1.9	0.0	2.2	139	Tb1 Si2 Pd2
11168	14	90	46	2.0	1.0	2.0	1.9	1.3	2.2	139	Th1 Si2 Pd2
11169	14	92	46	2.0	1.0	2.0	1.9	1.38	2.2	139	U1 Si2 Pd2
11170	14	70	46	2.0	1.0	2.0	1.9	0.0	2.2	139	Yb1 Si2 Pd2
11171	59	44	14	1.0	2.0	2.0	1.13	2.2	1.9	139	Pr1 Si2 Ru2
11172	14	90	78	1.0	1.0	1.0	1.9	1.3	2.28	141	Th1 Si1 Pt1
11173	14	90	78	2.0	1.0	2.0	1.9	1.3	2.28	139	Th1 Si2 Pt2
11174	14	70	78	2.0	1.0	2.0	1.9	0.0	2.28	139	Yb1 Si2 Pt2
11175	12	14	29	2.0	1.0	3.0	1.31	1.9	1.9	194	Mg2 Si1 Cu3
11176	59	14	29	1.0	2.0	2.0	1.13	1.9	1.9	139	Pr1 Si2 Cu2
11177	14	65	29	2.0	1.0	2.0	1.9	0.0	1.9	139	Tb1 Si2 Cu2
11178	14	40	29	2.0	1.0	1.0	1.9	1.33	1.9	129	Zr1 Si2 Cu1
11179	32	46	66	2.0	2.0	1.0	2.01	2.2	1.22	139	Dy1 Ge2 Pd2
11180	32	78	66	2.0	2.0	1.0	2.01	2.28	1.22	139	Dy1 Ge2 Pt2
11181	28	14	66	7.0	1.0	4.0	1.91	1.9	1.22	227	Dy4 Si1 Ni7
11182	44	14	66	2.0	2.0	1.0	2.2	1.9	1.22	139	Dy1 Si2 Ru2
11183	14	30	66	1.0	1.0	1.0	1.9	1.65	1.22	191	Dy1 Zn1 Si1
11184	14	26	68	5.0	3.0	2.0	1.9	1.83	1.24	128	Er2 Fe3 Si5
11185	14	77	68	2.0	2.0	1.0	1.9	2.2	1.24	139	Er1 Si2 Ir2
11186	14	45	68	1.0	1.0	1.0	1.9	2.28	1.24	62	Er1 Si1 Rh1
11187	14	45	68	2.0	2.0	1.0	1.9	2.28	1.24	139	Er1 Si2 Rh2
11188	42	14	26	1.0	1.0	1.0	2.16	1.9	1.83	194	Fe1 Si1 Mo1
11189	32	26	31	1.0	1.0	1.0	2.01	1.83	1.81	70	Ga1 Fe1 Ge1
11190	32	60	26	2.0	1.0	2.0	2.01	1.14	1.83	139	Nd1 Fe2 Ge2
11191	28	32	26	1.0	1.0	1.0	1.91	2.01	1.83	194	Fe1 Ni1 Ge1
11192	59	32	26	1.0	2.0	2.0	1.13	2.01	1.83	139	Pr1 Fe2 Ge2
11193	32	26	22	1.0	1.0	1.0	2.01	1.83	1.54	46	Ti1 Fe1 Ge1
11194	32	92	26	2.0	1.0	2.0	2.01	1.38	1.83	139	U1 Fe2 Ge2
11195	32	26	23	1.0	1.0	2.0	2.01	1.83	1.63	223	V2 Fe1 Ge1
11196	32	70	26	2.0	1.0	2.0	2.01	0.0	1.83	139	Yb1 Fe2 Ge2
11197	32	26	40	1.0	3.0	2.0	2.01	1.83	1.33	194	Zr2 Fe3 Ge1
11198	14	26	67	2.0	2.0	1.0	1.9	1.83	1.23	139	Ho1 Fe2 Si2
11199	41	14	26	4.0	1.0	1.0	1.6	1.9	1.83	124	Nb4 Fe1 Si1
11200	14	60	26	2.0	1.0	2.0	1.9	1.14	1.83	139	Nd1 Fe2 Si2
11201	59	14	26	1.0	2.0	2.0	1.13	1.9	1.83	139	Pr1 Fe2 Si2
11202	75	14	26	6.0	1.0	6.0	1.9	1.9	1.83	166	Fe6 Re6 Si1
11203	44	14	26	2.0	1.0	1.0	2.2	1.9	1.83	225	Fe1 Si1 Ru2
11204	21	14	26	1.0	2.0	1.0	1.36	1.9	1.83	64	Sc1 Fe1 Si2
11205	14	26	62	2.0	10.0	1.0	1.9	1.83	1.17	139	Sm1 Fe10 Si2
11206	14	65	26	2.0	1.0	2.0	1.9	0.0	1.83	139	Tb1 Fe2 Si2
11207	14	65	26	5.0	2.0	3.0	1.9	0.0	1.83	128	Tb2 Fe3 Si5
11208	14	92	26	2.0	1.0	2.0	1.9	1.38	1.83	139	U1 Fe2 Si2
11209	14	92	26	1.0	2.0	3.0	1.9	1.38	1.83	194	U2 Fe3 Si1
11210	14	26	23	1.0	2.0	1.0	1.9	1.83	1.63	225	V1 Fe2 Si1
11211	39	14	26	1.0	2.0	2.0	1.22	1.9	1.83	139	Y1 Fe2 Si2
11212	14	70	26	2.0	1.0	2.0	1.9	0.0	1.83	139	Yb1 Fe2 Si2
11213	14	26	40	1.0	3.0	2.0	1.9	1.83	1.33	194	Zr2 Fe3 Si1
11214	14	26	40	1.0	4.0	1.0	1.9	1.83	1.33	227	Zr1 Fe4 Si1
11215	32	78	31	1.0	6.0	1.0	2.01	2.28	1.81	140	Ga1 Ge1 Pt6
11216	32	64	78	2.0	1.0	2.0	2.01	1.2	2.28	139	Gd1 Ge2 Pt2
11217	32	64	45	2.0	1.0	2.0	2.01	1.2	2.28	139	Gd1 Ge2 Rh2
11218	28	14	64	2.0	2.0	1.0	1.91	1.9	1.2	139	Gd1 Si2 Ni2
11219	14	64	45	2.0	1.0	2.0	1.9	1.2	2.28	139	Gd1 Si2 Rh2
11220	14	64	45	2.0	1.0	3.0	1.9	1.2	2.28	191	Gd1 Si2 Rh3
11221	32	80	3	1.0	1.0	2.0	2.01	2.0	0.98	225	Li2 Hg1 Ge1
11222	44	32	67	2.0	2.0	1.0	2.2	2.01	1.23	139	Ho1 Ge2 Ru2
11223	32	77	60	2.0	1.0	2.0	2.01	2.2	1.14	12	Nd2 Ge2 Ir1
11224	32	77	92	2.0	2.0	1.0	2.01	2.2	1.38	139	U1 Ge2 Ir2
11225	28	32	57	4.0	4.0	3.0	1.91	2.01	1.1	71	La3 Ni4 Ge4
11226	32	78	57	2.0	2.0	1.0	2.01	2.28	1.1	4	La1 Ge2 Pt2
11227	28	32	3	2.0	1.0	1.0	1.91	2.01	0.98	225	Li1 Ni2 Ge1
11228	32	46	3	1.0	1.0	2.0	2.01	2.2	0.98	225	Li2 Ge1 Pd1
11229	32	30	3	1.0	1.0	2.0	2.01	1.65	0.98	225	Li2 Zn1 Ge1
11230	28	32	12	16.0	7.0	6.0	1.91	2.01	1.31	225	Mg6 Ni16 Ge7
11231	28	32	25	2.0	1.0	1.0	1.91	2.01	1.55	225	Mn1 Ni2 Ge1
11232	32	25	46	1.0	1.0	2.0	2.01	1.55	2.2	225	Mn1 Ge1 Pd2
11233	32	25	45	1.0	1.0	2.0	2.01	1.55	2.28	225	Mn1 Ge1 Rh2
11234	32	41	78	1.0	6.0	1.0	2.01	1.6	2.28	223	Nb6 Ge1 Pt1
11235	60	32	76	3.0	13.0	4.0	1.14	2.01	2.2	223	Nd3 Ge13 Os4
11236	32	60	46	2.0	1.0	2.0	2.01	1.14	2.2	139	Nd1 Ge2 Pd2
11237	32	60	78	2.0	1.0	2.0	2.01	1.14	2.28	139	Nd1 Ge2 Pt2
11238	60	32	45	1.0	2.0	2.0	1.14	2.01	2.28	139	Nd1 Ge2 Rh2
11239	44	32	60	4.0	13.0	3.0	2.2	2.01	1.14	223	Nd3 Ge13 Ru4
11240	21	28	32	3.0	4.0	4.0	1.36	1.91	2.01	71	Sc3 Ni4 Ge4
11241	28	32	73	1.0	1.0	1.0	1.91	2.01	1.5	62	Ta1 Ni1 Ge1
11242	28	32	22	1.0	1.0	1.0	1.91	2.01	1.54	62	Ti1 Ni1 Ge1
11243	28	32	69	1.0	1.0	1.0	1.91	2.01	1.25	62	Tm1 Ni1 Ge1
11244	28	32	92	2.0	2.0	1.0	1.91	2.01	1.38	139	U1 Ni2 Ge2
11245	28	32	30	2.0	1.0	1.0	1.91	2.01	1.65	225	Zn1 Ni2 Ge1
11246	32	76	23	1.0	1.0	6.0	2.01	2.2	1.63	223	V6 Ge1 Os1
